"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"CXCL12","Approved symbol","CXCL12","C-X-C motif chemokine ligand 12","HGNC:10672","10q11.21"
"COMT","Approved symbol","COMT","catechol-O-methyltransferase","HGNC:2228","22q11.21"
"SCRN3","Approved symbol","SCRN3","secernin 3","HGNC:30382","2q31.1"
"PWWP2B","Approved symbol","PWWP2B","PWWP domain containing 2B","HGNC:25150","10q26.3"
"SLC25A44","Approved symbol","SLC25A44","solute carrier family 25 member 44","HGNC:29036","1q22"
"PTGES","Approved symbol","PTGES","prostaglandin E synthase","HGNC:9599","9q34.11"
"ANO3","Approved symbol","ANO3","anoctamin 3","HGNC:14004","11p14.2"
"NGFR","Approved symbol","NGFR","nerve growth factor receptor","HGNC:7809","17q21.33"
"DRGX","Approved symbol","DRGX","dorsal root ganglia homeobox","HGNC:21536","10q11.23"
"GMPR","Approved symbol","GMPR","guanosine monophosphate reductase","HGNC:4376","6p22.3"
"SLC9A1","Approved symbol","SLC9A1","solute carrier family 9 member A1","HGNC:11071","1p36.11"
"PLIN1","Approved symbol","PLIN1","perilipin 1","HGNC:9076","15q26.1"
"SAXO1","Approved symbol","SAXO1","stabilizer of axonemal microtubules 1","HGNC:28566","9p22.1"
"VGF","Approved symbol","VGF","VGF nerve growth factor inducible","HGNC:12684","7q22.1"
"TMEM135","Approved symbol","TMEM135","transmembrane protein 135","HGNC:26167","11q14.2"
"DNAJC3","Approved symbol","DNAJC3","DnaJ heat shock protein family (Hsp40) member C3","HGNC:9439","13q32.1"
"PRKAA1","Approved symbol","PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1","HGNC:9376","5p13.1"
"CDH8","Approved symbol","CDH8","cadherin 8","HGNC:1767","16q21"
"RNF170","Approved symbol","RNF170","ring finger protein 170","HGNC:25358","8p11.21"
"ALDH18A1","Approved symbol","ALDH18A1","aldehyde dehydrogenase 18 family member A1","HGNC:9722","10q24.1"
"HMGCS2","Approved symbol","HMGCS2","3-hydroxy-3-methylglutaryl-CoA synthase 2","HGNC:5008","1p12"
"TRPV3","Approved symbol","TRPV3","transient receptor potential cation channel subfamily V member 3","HGNC:18084","17p13.2"
"SLC25A27","Approved symbol","SLC25A27","solute carrier family 25 member 27","HGNC:21065","6p12.3"
"PCSK1N","Approved symbol","PCSK1N","proprotein convertase subtilisin/kexin type 1 inhibitor","HGNC:17301","Xp11.23"
"RNF34","Approved symbol","RNF34","ring finger protein 34","HGNC:17297","12q24.31"
"GLRX2","Approved symbol","GLRX2","glutaredoxin 2","HGNC:16065","1q31.2"
"HSPD1","Approved symbol","HSPD1","heat shock protein family D (Hsp60) member 1","HGNC:5261","2q33.1"
"CIRBP","Approved symbol","CIRBP","cold inducible RNA binding protein","HGNC:1982","19p13.3"
"EIF2AK4","Approved symbol","EIF2AK4","eukaryotic translation initiation factor 2 alpha kinase 4","HGNC:19687","15q15.1"
"TOP1","Approved symbol","TOP1","DNA topoisomerase I","HGNC:11986","20q12"
"ACADM","Approved symbol","ACADM","acyl-CoA dehydrogenase medium chain","HGNC:89","1p31.1"
"NFE2L1","Approved symbol","NFE2L1","NFE2 like bZIP transcription factor 1","HGNC:7781","17q21.32"
"FGF16","Approved symbol","FGF16","fibroblast growth factor 16","HGNC:3672","Xq21.1"
"NFKBIA","Approved symbol","NFKBIA","NFKB inhibitor alpha","HGNC:7797","14q13.2"
