Input	Match type	Approved symbol	Approved name	HGNC ID	Location
NPPA	Approved symbol	NPPA	natriuretic peptide A	HGNC:7939	1p36.22
TGFB1	Approved symbol	TGFB1	transforming growth factor beta 1	HGNC:11766	19q13.2
LPL	Approved symbol	LPL	lipoprotein lipase	HGNC:6677	8p21.3
HP	Approved symbol	HP	haptoglobin	HGNC:5141	16q22.2
OLR1	Approved symbol	OLR1	oxidized low density lipoprotein receptor 1	HGNC:8133	12p13.2
AGT	Approved symbol	AGT	angiotensinogen	HGNC:333	1q42.2
TNNI3	Approved symbol	TNNI3	troponin I3, cardiac type	HGNC:11947	19q13.42
PAPPA	Approved symbol	PAPPA	pappalysin 1	HGNC:8602	9q33.1
ALDH2	Approved symbol	ALDH2	aldehyde dehydrogenase 2 family member	HGNC:404	12q24.12
LPA	Approved symbol	LPA	lipoprotein(a)	HGNC:6667	6q25.3-q26
PECAM1	Approved symbol	PECAM1	platelet and endothelial cell adhesion molecule 1	HGNC:8823	17q23.3
TP53	Approved symbol	TP53	tumor protein p53	HGNC:11998	17p13.1
REN	Approved symbol	REN	renin	HGNC:9958	1q32.1
EPO	Approved symbol	EPO	erythropoietin	HGNC:3415	7q22.1
CCL2	Approved symbol	CCL2	C-C motif chemokine ligand 2	HGNC:10618	17q12
CD14	Approved symbol	CD14	CD14 molecule	HGNC:1628	5q31.3
AGTR1	Approved symbol	AGTR1	angiotensin II receptor type 1	HGNC:336	3q24
AGER	Approved symbol	AGER	advanced glycosylation end-product specific receptor	HGNC:320	6p21.32
HGF	Approved symbol	HGF	hepatocyte growth factor	HGNC:4893	7q21.11
TNFSF4	Approved symbol	TNFSF4	TNF superfamily member 4	HGNC:11934	1q25.1
SELP	Approved symbol	SELP	selectin P	HGNC:10721	1q24.2
NOS2	Approved symbol	NOS2	nitric oxide synthase 2	HGNC:7873	17q11.2
NR3C2	Approved symbol	NR3C2	nuclear receptor subfamily 3 group C member 2	HGNC:7979	4q31.23
CKM	Approved symbol	CKM	creatine kinase, M-type	HGNC:1994	19q13.32
ICAM1	Approved symbol	ICAM1	intercellular adhesion molecule 1	HGNC:5344	19p13.2
LGALS3	Approved symbol	LGALS3	galectin 3	HGNC:6563	14q22.3
CASP3	Approved symbol	CASP3	caspase 3	HGNC:1504	4q35.1
KIF6	Approved symbol	KIF6	kinesin family member 6	HGNC:21202	6p21.2
HMGB1	Approved symbol	HMGB1	high mobility group box 1	HGNC:4983	13q12.3
CSF3	Approved symbol	CSF3	colony stimulating factor 3	HGNC:2438	17q21.1
COL4A1	Approved symbol	COL4A1	collagen type IV alpha 1 chain	HGNC:2202	13q34
LGALS2	Approved symbol	LGALS2	galectin 2	HGNC:6562	22q13.1
MIAT	Approved symbol	MIAT	myocardial infarction associated transcript	HGNC:33425	22q12.1
ESR1	Approved symbol	ESR1	estrogen receptor 1	HGNC:3467	6q25.1-q25.2
CAT	Approved symbol	CAT	catalase	HGNC:1516	11p13
NGF	Approved symbol	NGF	nerve growth factor	HGNC:7808	1p13.2
SPP1	Approved symbol	SPP1	secreted phosphoprotein 1	HGNC:11255	4q22.1
MMP1	Approved symbol	MMP1	matrix metallopeptidase 1	HGNC:7155	11q22.2
PSMA6	Approved symbol	PSMA6	proteasome 20S subunit alpha 6	HGNC:9535	14q13.2
BCL2	Approved symbol	BCL2	BCL2 apoptosis regulator	HGNC:990	18q21.33
TIMP2	Approved symbol	TIMP2	TIMP metallopeptidase inhibitor 2	HGNC:11821	17q25.3
MYH7	Approved symbol	MYH7	myosin heavy chain 7	HGNC:7577	14q11.2
BRAP	Approved symbol	BRAP	BRCA1 associated protein	HGNC:1099	12q24.12
MIA3	Approved symbol	MIA3	MIA SH3 domain ER export factor 3	HGNC:24008	1q41
MIR145	Approved symbol	MIR145	microRNA 145	HGNC:31532	5q32
NRG1	Approved symbol	NRG1	neuregulin 1	HGNC:7997	8p12
MMP3	Approved symbol	MMP3	matrix metallopeptidase 3	HGNC:7173	11q22.2
SELL	Approved symbol	SELL	selectin L	HGNC:10720	1q24.2
GGT1	Approved symbol	GGT1	gamma-glutamyltransferase 1	HGNC:4250	22q11.23
GATA4	Approved symbol	GATA4	GATA binding protein 4	HGNC:4173	8p23.1
KLK1	Approved symbol	KLK1	kallikrein 1	HGNC:6357	19q13.33
SOD3	Approved symbol	SOD3	superoxide dismutase 3	HGNC:11181	4p15.2
MMP14	Approved symbol	MMP14	matrix metallopeptidase 14	HGNC:7160	14q11.2
CIITA	Approved symbol	CIITA	class II major histocompatibility complex transactivator	HGNC:7067	16p13.13
LRP8	Approved symbol	LRP8	LDL receptor related protein 8	HGNC:6700	1p32.3
VEGFB	Approved symbol	VEGFB	vascular endothelial growth factor B	HGNC:12681	11q13.1
MGP	Approved symbol	MGP	matrix Gla protein	HGNC:7060	12p12.3
GCLM	Approved symbol	GCLM	glutamate-cysteine ligase modifier subunit	HGNC:4312	1p22.1
PLN	Approved symbol	PLN	phospholamban	HGNC:9080	6q22.31
WDR12	Approved symbol	WDR12	WD repeat domain 12	HGNC:14098	2q33.2
TM6SF2	Approved symbol	TM6SF2	transmembrane 6 superfamily member 2	HGNC:11861	19p13.11
SOD2	Approved symbol	SOD2	superoxide dismutase 2	HGNC:11180	6q25.3
PDE3A	Approved symbol	PDE3A	phosphodiesterase 3A	HGNC:8778	12p12.2
BECN1	Approved symbol	BECN1	beclin 1	HGNC:1034	17q21.31
LDHA	Approved symbol	LDHA	lactate dehydrogenase A	HGNC:6535	11p15.1
GJA4	Approved symbol	GJA4	gap junction protein alpha 4	HGNC:4278	1p34.3
ANG	Approved symbol	ANG	angiogenin	HGNC:483	14q11.2
HFE	Approved symbol	HFE	homeostatic iron regulator	HGNC:4886	6p22.2
BRINP3	Approved symbol	BRINP3	BMP/retinoic acid inducible neural specific 3	HGNC:22393	1q31.1
CLU	Approved symbol	CLU	clusterin	HGNC:2095	8p21.1
APEX1	Approved symbol	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	HGNC:587	14q11.2
CYP2J2	Approved symbol	CYP2J2	cytochrome P450 family 2 subfamily J member 2	HGNC:2634	1p32.1
GH1	Approved symbol	GH1	growth hormone 1	HGNC:4261	17q23.3
LRP1	Approved symbol	LRP1	LDL receptor related protein 1	HGNC:6692	12q13.3
ADD1	Approved symbol	ADD1	adducin 1	HGNC:243	4p16.3
PGF	Approved symbol	PGF	placental growth factor	HGNC:8893	14q24.3
APOA4	Approved symbol	APOA4	apolipoprotein A4	HGNC:602	11q23.3
ISL1	Approved symbol	ISL1	ISL LIM homeobox 1	HGNC:6132	5q11.1
ITIH4	Approved symbol	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4	HGNC:6169	3p21.1
LRPAP1	Approved symbol	LRPAP1	LDL receptor related protein associated protein 1	HGNC:6701	4p16.3
IL1RN	Approved symbol	IL1RN	interleukin 1 receptor antagonist	HGNC:6000	2q14.1
WRN	Approved symbol	WRN	WRN RecQ like helicase	HGNC:12791	8p12
COL6A3	Approved symbol	COL6A3	collagen type VI alpha 3 chain	HGNC:2213	2q37.3
CREM	Approved symbol	CREM	cAMP responsive element modulator	HGNC:2352	10p11.21
ACTA2	Approved symbol	ACTA2	actin alpha 2, smooth muscle	HGNC:130	10q23.31
TNFRSF12A	Approved symbol	TNFRSF12A	TNF receptor superfamily member 12A	HGNC:18152	16p13.3
MFF	Approved symbol	MFF	mitochondrial fission factor	HGNC:24858	2q36.3
BCL2L1	Approved symbol	BCL2L1	BCL2 like 1	HGNC:992	20q11.21
MLXIPL	Approved symbol	MLXIPL	MLX interacting protein like	HGNC:12744	7q11.23
PCSK2	Approved symbol	PCSK2	proprotein convertase subtilisin/kexin type 2	HGNC:8744	20p12.1
CYP2R1	Approved symbol	CYP2R1	cytochrome P450 family 2 subfamily R member 1	HGNC:20580	11p15.2
XRCC3	Approved symbol	XRCC3	X-ray repair cross complementing 3	HGNC:12830	14q32.33
CTLA4	Approved symbol	CTLA4	cytotoxic T-lymphocyte associated protein 4	HGNC:2505	2q33.2
MIR423	Approved symbol	MIR423	microRNA 423	HGNC:31880	17q11.2
VDAC1	Approved symbol	VDAC1	voltage dependent anion channel 1	HGNC:12669	5q31.1
DAB2IP	Approved symbol	DAB2IP	DAB2 interacting protein	HGNC:17294	9q33.2
MESP1	Approved symbol	MESP1	mesoderm posterior bHLH transcription factor 1	HGNC:29658	15q26.1
CLCN1	Approved symbol	CLCN1	chloride voltage-gated channel 1	HGNC:2019	7q34
IL18BP	Approved symbol	IL18BP	interleukin 18 binding protein	HGNC:5987	11q13.4
ADORA3	Approved symbol	ADORA3	adenosine A3 receptor	HGNC:268	1p13.2
MIR30C1	Approved symbol	MIR30C1	microRNA 30c-1	HGNC:31626	1p34.2
ATP1A1	Approved symbol	ATP1A1	ATPase Na+/K+ transporting subunit alpha 1	HGNC:799	1p13.1
NRIP1	Approved symbol	NRIP1	nuclear receptor interacting protein 1	HGNC:8001	21q11.2-q21.1
MIR761	Approved symbol	MIR761	microRNA 761	HGNC:37305	1p32.3
KLF13	Approved symbol	KLF13	KLF transcription factor 13	HGNC:13672	15q13.3
PHLDA3	Approved symbol	PHLDA3	pleckstrin homology like domain family A member 3	HGNC:8934	1q32.1
MIR125B2	Approved symbol	MIR125B2	microRNA 125b-2	HGNC:31507	21q21.1
GATA5	Approved symbol	GATA5	GATA binding protein 5	HGNC:15802	20q13.33
DRAM1	Approved symbol	DRAM1	DNA damage regulated autophagy modulator 1	HGNC:25645	12q23.2
IDH2	Approved symbol	IDH2	isocitrate dehydrogenase (NADP(+)) 2	HGNC:5383	15q26.1
ATP2A2	Approved symbol	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	HGNC:812	12q24.11
CACNA1S	Approved symbol	CACNA1S	calcium voltage-gated channel subunit alpha1 S	HGNC:1397	1q32.1
IFNG	Approved symbol	IFNG	interferon gamma	HGNC:5438	12q15
IL2	Approved symbol	IL2	interleukin 2	HGNC:6001	4q27
TNFRSF1A	Approved symbol	TNFRSF1A	TNF receptor superfamily member 1A	HGNC:11916	12p13.31
TLR3	Approved symbol	TLR3	toll like receptor 3	HGNC:11849	4q35.1
HTR1A	Approved symbol	HTR1A	5-hydroxytryptamine receptor 1A	HGNC:5286	5q12.3
CRH	Approved symbol	CRH	corticotropin releasing hormone	HGNC:2355	8q13.1
POMC	Approved symbol	POMC	proopiomelanocortin	HGNC:9201	2p23.3
NLRP3	Approved symbol	NLRP3	NLR family pyrin domain containing 3	HGNC:16400	1q44
MVK	Approved symbol	MVK	mevalonate kinase	HGNC:7530	12q24.11
CCK	Approved symbol	CCK	cholecystokinin	HGNC:1569	3p22.1
HMBS	Approved symbol	HMBS	hydroxymethylbilane synthase	HGNC:4982	11q23.3
ASPG	Approved symbol	ASPG	asparaginase	HGNC:20123	14q32.33
FSHB	Approved symbol	FSHB	follicle stimulating hormone subunit beta	HGNC:3964	11p14.1
TPH2	Approved symbol	TPH2	tryptophan hydroxylase 2	HGNC:20692	12q21.1
EPHX1	Approved symbol	EPHX1	epoxide hydrolase 1	HGNC:3401	1q42.12
CNR1	Approved symbol	CNR1	cannabinoid receptor 1	HGNC:2159	6q15
TRH	Approved symbol	TRH	thyrotropin releasing hormone	HGNC:12298	3q22.1
IL12B	Approved symbol	IL12B	interleukin 12B	HGNC:5970	5q33.3
IL12A	Approved symbol	IL12A	interleukin 12A	HGNC:5969	3q25.33
CHRNB2	Approved symbol	CHRNB2	cholinergic receptor nicotinic beta 2 subunit	HGNC:1962	1q21.3
GNRH1	Approved symbol	GNRH1	gonadotropin releasing hormone 1	HGNC:4419	8p21.2
TSHB	Approved symbol	TSHB	thyroid stimulating hormone subunit beta	HGNC:12372	1p13.2
GCG	Approved symbol	GCG	glucagon	HGNC:4191	2q24.2
LHB	Approved symbol	LHB	luteinizing hormone subunit beta	HGNC:6584	19q13.33
NCF1	Approved symbol	NCF1	neutrophil cytosolic factor 1	HGNC:7660	7q11.23
ZFP91	Approved symbol	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase	HGNC:14983	11q12.1
CLCN6	Approved symbol	CLCN6	chloride voltage-gated channel 6	HGNC:2024	1p36.22
SCN10A	Approved symbol	SCN10A	sodium voltage-gated channel alpha subunit 10	HGNC:10582	3p22.2
RALGAPA1	Approved symbol	RALGAPA1	Ral GTPase activating protein catalytic subunit alpha 1	HGNC:17770	14q13.2
FAM13A	Approved symbol	FAM13A	family with sequence similarity 13 member A	HGNC:19367	4q22.1
ELN	Approved symbol	ELN	elastin	HGNC:3327	7q11.23
SFTPD	Approved symbol	SFTPD	surfactant protein D	HGNC:10803	10q22.3
CRP	Approved symbol	CRP	C-reactive protein	HGNC:2367	1q23.2
CHRNA3	Approved symbol	CHRNA3	cholinergic receptor nicotinic alpha 3 subunit	HGNC:1957	15q25.1
HHIP	Approved symbol	HHIP	hedgehog interacting protein	HGNC:14866	4q31.21
CHRNA5	Approved symbol	CHRNA5	cholinergic receptor nicotinic alpha 5 subunit	HGNC:1959	15q25.1
SCGB1A1	Approved symbol	SCGB1A1	secretoglobin family 1A member 1	HGNC:12523	11q12.3
GC	Approved symbol	GC	GC vitamin D binding protein	HGNC:4187	4q13.3
ADAM33	Approved symbol	ADAM33	ADAM metallopeptidase domain 33	HGNC:15478	20p13
SFTPB	Approved symbol	SFTPB	surfactant protein B	HGNC:10801	2p11.2
GSTP1	Approved symbol	GSTP1	glutathione S-transferase pi 1	HGNC:4638	11q13.2
GSTT1	Approved symbol	GSTT1	glutathione S-transferase theta 1	HGNC:4641	22q11.23 alternate reference locus
CHRNB4	Approved symbol	CHRNB4	cholinergic receptor nicotinic beta 4 subunit	HGNC:1964	15q25.1
HYKK	Approved symbol	HYKK	hydroxylysine kinase	HGNC:34403	15q25.1
GSTM1	Approved symbol	GSTM1	glutathione S-transferase mu 1	HGNC:4632	1p13.3
SERPINA3	Approved symbol	SERPINA3	serpin family A member 3	HGNC:16	14q32.13
MBL2	Approved symbol	MBL2	mannose binding lectin 2	HGNC:6922	10q21.1
DSP	Approved symbol	DSP	desmoplakin	HGNC:3052	6p24.3
CXCL1	Approved symbol	CXCL1	C-X-C motif chemokine ligand 1	HGNC:4602	4q13.3
CYP1A2	Approved symbol	CYP1A2	cytochrome P450 family 1 subfamily A member 2	HGNC:2596	15q24.1
MIF	Approved symbol	MIF	macrophage migration inhibitory factor	HGNC:7097	22q11.23
FOXO3	Approved symbol	FOXO3	forkhead box O3	HGNC:3821	6q21
CXCL2	Approved symbol	CXCL2	C-X-C motif chemokine ligand 2	HGNC:4603	4q13.3
BDKRB2	Approved symbol	BDKRB2	bradykinin receptor B2	HGNC:1030	14q32.2
NQO1	Approved symbol	NQO1	NAD(P)H quinone dehydrogenase 1	HGNC:2874	16q22.1
SFTPA1	Approved symbol	SFTPA1	surfactant protein A1	HGNC:10798	10q22.3
CD86	Approved symbol	CD86	CD86 molecule	HGNC:1705	3q13.33
NAT2	Approved symbol	NAT2	N-acetyltransferase 2	HGNC:7646	8p22
ABCC1	Approved symbol	ABCC1	ATP binding cassette subfamily C member 1 (ABCC1 blood group)	HGNC:51	16p13.11
RTEL1	Approved symbol	RTEL1	regulator of telomere elongation helicase 1	HGNC:15888	20q13.33
XRCC5	Approved symbol	XRCC5	X-ray repair cross complementing 5	HGNC:12833	2q35
CLCA1	Approved symbol	CLCA1	chloride channel accessory 1	HGNC:2015	1p22.3
DEFB1	Approved symbol	DEFB1	defensin beta 1	HGNC:2766	8p23.1
IL27	Approved symbol	IL27	interleukin 27	HGNC:19157	16p12.1-p11.2
LCN1	Approved symbol	LCN1	lipocalin 1	HGNC:6525	9q34.3
CDKN1A	Approved symbol	CDKN1A	cyclin dependent kinase inhibitor 1A	HGNC:1784	6p21.2
KLF5	Approved symbol	KLF5	KLF transcription factor 5	HGNC:6349	13q22.1
CDKN2A	Approved symbol	CDKN2A	cyclin dependent kinase inhibitor 2A	HGNC:1787	9p21.3
TNNT2	Approved symbol	TNNT2	troponin T2, cardiac type	HGNC:11949	1q32.1
CD8A	Approved symbol	CD8A	CD8 subunit alpha	HGNC:1706	2p11.2
MIR218-2	Approved symbol	MIR218-2	microRNA 218-2	HGNC:31596	5q34
CCL1	Approved symbol	CCL1	C-C motif chemokine ligand 1	HGNC:10609	17q12
HLA-DPB1	Approved symbol	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	HGNC:4940	6p21.32
SFTPC	Approved symbol	SFTPC	surfactant protein C	HGNC:10802	8p21.3
TERT	Approved symbol	TERT	telomerase reverse transcriptase	HGNC:11730	5p15.33
LRP1B	Approved symbol	LRP1B	LDL receptor related protein 1B	HGNC:6693	2q22.1-q22.2
GRIK5	Approved symbol	GRIK5	glutamate ionotropic receptor kainate type subunit 5	HGNC:4583	19q13.2
GRIN2B	Approved symbol	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	HGNC:4586	12p13.1
IL13RA1	Approved symbol	IL13RA1	interleukin 13 receptor subunit alpha 1	HGNC:5974	Xq24
RAPGEF3	Approved symbol	RAPGEF3	Rap guanine nucleotide exchange factor 3	HGNC:16629	12q13.11
TNFSF8	Approved symbol	TNFSF8	TNF superfamily member 8	HGNC:11938	9q32-q33.1
TNFRSF8	Approved symbol	TNFRSF8	TNF receptor superfamily member 8	HGNC:11923	1p36.22
CRHR1	Approved symbol	CRHR1	corticotropin releasing hormone receptor 1	HGNC:2357	17q21.31
TOLLIP	Approved symbol	TOLLIP	toll interacting protein	HGNC:16476	11p15.5
CHRNA7	Approved symbol	CHRNA7	cholinergic receptor nicotinic alpha 7 subunit	HGNC:1960	15q13.3
MTCL1	Approved symbol	MTCL1	microtubule crosslinking factor 1	HGNC:29121	18p11.22
EEFSEC	Approved symbol	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific	HGNC:24614	3q21.3
LOX	Approved symbol	LOX	lysyl oxidase	HGNC:6664	5q23.1
SRFBP1	Approved symbol	SRFBP1	serum response factor binding protein 1	HGNC:26333	5q23.1
DHX34	Approved symbol	DHX34	DExH-box helicase 34	HGNC:16719	19q13.32
HMGCR	Approved symbol	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	HGNC:5006	5q13.3
IQCG	Previous symbol	DRC9	dynein regulatory complex subunit 9	HGNC:25251	3q29
CYTB	Alias symbol	MT-CYB	mitochondrially encoded cytochrome b	HGNC:7427	mitochondria
ND2	Alias symbol	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	HGNC:7456	mitochondria
